player_slug,player_id,date_from,date_to,injury_type
christensen-andreas,ShxiZhJI,18.03.2024,08.04.2024,Achilles Tendon Injury
christensen-andreas,ShxiZhJI,20.01.2024,22.01.2024,Achilles Tendon Injury
christensen-andreas,ShxiZhJI,24.03.2023,28.04.2023,Calf Injury
christensen-andreas,ShxiZhJI,02.03.2023,04.03.2023,Ankle Injury
christensen-andreas,ShxiZhJI,05.10.2022,04.11.2022,Ankle Injury
christensen-andreas,ShxiZhJI,28.08.2022,29.08.2022,Illness
christensen-andreas,ShxiZhJI,12.05.2022,09.06.2022,Illness
christensen-andreas,ShxiZhJI,21.04.2022,05.05.2022,Illness
christensen-andreas,ShxiZhJI,17.03.2022,01.04.2022,Muscle Injury
christensen-andreas,ShxiZhJI,23.02.2022,04.03.2022,Achilles Tendon Injury
christensen-andreas,ShxiZhJI,14.01.2022,04.02.2022,Illness
christensen-andreas,ShxiZhJI,30.12.2021,07.01.2022,Lower Back Injury
christensen-andreas,ShxiZhJI,17.12.2021,23.12.2021,Knock
christensen-andreas,ShxiZhJI,27.10.2021,29.10.2021,Injury
christensen-andreas,ShxiZhJI,09.05.2021,22.05.2021,Thigh Injury
christensen-andreas,ShxiZhJI,14.04.2021,19.04.2021,Muscle Injury
christensen-andreas,ShxiZhJI,08.04.2021,12.04.2021,Thigh Injury
christensen-andreas,ShxiZhJI,17.03.2021,20.03.2021,Illness
christensen-andreas,ShxiZhJI,26.06.2020,02.07.2020,Hip Injury
christensen-andreas,ShxiZhJI,01.03.2020,07.03.2020,Knock
christensen-andreas,ShxiZhJI,13.10.2019,04.11.2019,Thigh Injury
christensen-andreas,ShxiZhJI,23.09.2019,27.09.2019,Knee Injury
christensen-andreas,ShxiZhJI,12.08.2019,16.08.2019,Knock
christensen-andreas,ShxiZhJI,10.05.2019,11.05.2019,Knock
christensen-andreas,ShxiZhJI,20.12.2018,29.12.2018,Thigh Injury
christensen-andreas,ShxiZhJI,27.09.2018,03.10.2018,Illness
christensen-andreas,ShxiZhJI,23.03.2018,31.03.2018,Injury
christensen-andreas,ShxiZhJI,01.02.2018,11.02.2018,Thigh Injury
christensen-andreas,ShxiZhJI,21.01.2018,23.01.2018,Face Injury
christensen-andreas,ShxiZhJI,08.03.2017,11.03.2017,Groin Injury
christensen-andreas,ShxiZhJI,16.01.2017,20.01.2017,Achilles Tendon Injury
christensen-andreas,ShxiZhJI,17.10.2016,13.11.2016,Muscle Injury
cubarsi-pau,UgTrNwCF,19.09.2025,20.09.2025,Knee Injury
cubarsi-pau,UgTrNwCF,05.08.2025,09.08.2025,Injury
cubarsi-pau,UgTrNwCF,21.03.2025,26.03.2025,Ankle Injury
cubarsi-pau,UgTrNwCF,07.11.2024,09.11.2024,Face Injury
garcia-eric,AyxD3I5C,02.10.2025,03.10.2025,Injury
garcia-eric,AyxD3I5C,21.10.2024,25.11.2024,Muscle Injury
garcia-eric,AyxD3I5C,25.08.2024,30.08.2024,Heel Injury
garcia-eric,AyxD3I5C,26.01.2024,02.02.2024,Muscle Injury
garcia-eric,AyxD3I5C,12.01.2024,23.01.2024,Muscle Injury
garcia-eric,AyxD3I5C,23.10.2023,01.11.2023,Injury
garcia-eric,AyxD3I5C,30.10.2022,04.11.2022,Thigh Injury
garcia-eric,AyxD3I5C,20.05.2022,04.06.2022,Injury
garcia-eric,AyxD3I5C,12.05.2022,13.05.2022,Finger Injury
garcia-eric,AyxD3I5C,21.02.2022,23.02.2022,Muscle Injury
garcia-eric,AyxD3I5C,09.01.2022,12.02.2022,Thigh Injury
garcia-eric,AyxD3I5C,21.12.2021,01.01.2022,Leg Injury
garcia-eric,AyxD3I5C,07.07.2021,16.07.2021,Finger Injury
garcia-eric,AyxD3I5C,03.05.2021,07.05.2021,Illness
garcia-eric,AyxD3I5C,03.01.2021,19.01.2021,Illness
garcia-eric,AyxD3I5C,10.12.2020,02.01.2021,Knock
garcia-eric,AyxD3I5C,07.09.2020,23.09.2020,Head Injury
garcia-eric,AyxD3I5C,18.06.2020,01.07.2020,Concussion
kounde-jules,v36QVRPu,22.12.2025,01.01.2026,Injury
kounde-jules,v36QVRPu,11.11.2025,12.11.2025,Health problems
kounde-jules,v36QVRPu,06.11.2025,08.11.2025,Overload
kounde-jules,v36QVRPu,22.10.2025,25.10.2025,Knock
kounde-jules,v36QVRPu,01.05.2025,31.05.2025,Muscle Injury
kounde-jules,v36QVRPu,24.03.2024,25.03.2024,Ankle Injury
kounde-jules,v36QVRPu,09.10.2023,27.10.2023,Knee Injury
kounde-jules,v36QVRPu,22.05.2023,26.05.2023,Health problems
kounde-jules,v36QVRPu,03.11.2022,21.11.2022,Muscle Injury
kounde-jules,v36QVRPu,30.10.2022,02.11.2022,Muscle Injury
kounde-jules,v36QVRPu,23.09.2022,13.10.2022,Muscle Injury
kounde-jules,v36QVRPu,04.05.2022,07.05.2022,Injury
kounde-jules,v36QVRPu,19.04.2022,20.04.2022,Injury
kounde-jules,v36QVRPu,26.11.2021,27.11.2021,Injury
kounde-jules,v36QVRPu,04.10.2021,22.10.2021,Injury
kounde-jules,v36QVRPu,17.05.2021,22.05.2021,Injury
kounde-jules,v36QVRPu,30.04.2021,02.05.2021,Muscle Injury
kounde-jules,v36QVRPu,23.04.2021,24.04.2021,Muscle Injury
kounde-jules,v36QVRPu,05.03.2021,08.03.2021,Injury
kounde-jules,v36QVRPu,15.10.2020,27.10.2020,Illness
kounde-jules,v36QVRPu,03.11.2019,08.11.2019,Injury
kounde-jules,v36QVRPu,12.11.2018,23.11.2018,Knee Injury
kounde-jules,v36QVRPu,20.10.2017,06.01.2018,Muscle Injury
martin-gerard,nBVu0v9a,12.06.2025,26.07.2025,Injury
bernal-marc,pf3IOiFD,28.08.2024,13.09.2025,Knee Injury
casado-marc,tAhLmeJb,09.11.2025,17.11.2025,Groin Injury
casado-marc,tAhLmeJb,26.09.2025,27.09.2025,Muscle Injury
casado-marc,tAhLmeJb,17.03.2025,10.05.2025,Knee Injury
fermin,2c2ipETG,27.11.2025,05.12.2025,Groin Injury
fermin,2c2ipETG,22.09.2025,16.10.2025,Groin Injury
fermin,2c2ipETG,05.08.2025,09.08.2025,Knee Injury
fermin,2c2ipETG,04.09.2024,18.10.2024,Muscle Injury
olmo-dani,2oVBOlPg,03.12.2025,01.01.2026,Shoulder Injury
olmo-dani,2oVBOlPg,06.10.2025,01.11.2025,Muscle Injury
olmo-dani,2oVBOlPg,28.03.2025,13.04.2025,Groin Injury
olmo-dani,2oVBOlPg,19.01.2025,05.02.2025,Calf Injury
olmo-dani,2oVBOlPg,29.11.2024,29.11.2024,Injury
olmo-dani,2oVBOlPg,16.09.2024,18.10.2024,Muscle Injury
olmo-dani,2oVBOlPg,04.05.2024,07.06.2024,Illness
olmo-dani,2oVBOlPg,28.10.2023,12.01.2024,Shoulder Injury
olmo-dani,2oVBOlPg,09.09.2023,17.10.2023,Knee Injury
olmo-dani,2oVBOlPg,07.05.2023,20.05.2023,Injury
olmo-dani,2oVBOlPg,28.01.2023,10.03.2023,Thigh Injury
olmo-dani,2oVBOlPg,04.09.2022,21.10.2022,Knee Injury
olmo-dani,2oVBOlPg,21.11.2021,14.01.2022,Muscle Injury
olmo-dani,2oVBOlPg,19.09.2021,27.10.2021,Thigh Injury
olmo-dani,2oVBOlPg,19.08.2021,28.08.2021,Muscle Injury
olmo-dani,2oVBOlPg,14.05.2021,31.05.2021,Calf Injury
olmo-dani,2oVBOlPg,26.07.2017,02.08.2017,Injury
pedri,baBG8QuI,22.01.2026,21.02.2026,Muscle Injury
pedri,baBG8QuI,17.12.2025,01.01.2026,Muscle Injury
pedri,baBG8QuI,03.12.2025,04.12.2025,Illness
pedri,baBG8QuI,04.11.2025,27.11.2025,Muscle Injury
pedri,baBG8QuI,26.01.2025,28.01.2025,Illness
pedri,baBG8QuI,06.07.2024,16.08.2024,Knee Injury
pedri,baBG8QuI,05.03.2024,09.04.2024,Muscle Injury
pedri,baBG8QuI,19.12.2023,10.01.2024,Muscle Injury
pedri,baBG8QuI,18.10.2023,03.11.2023,Injury
pedri,baBG8QuI,23.08.2023,13.10.2023,Muscle Injury
pedri,baBG8QuI,15.05.2023,26.07.2023,Muscle Injury
pedri,baBG8QuI,17.02.2023,21.04.2023,Thigh Injury
pedri,baBG8QuI,15.04.2022,12.07.2022,Thigh Injury
pedri,baBG8QuI,01.10.2021,10.01.2022,Knee Injury
pedri,baBG8QuI,15.09.2021,28.09.2021,Muscle Injury
pedri,baBG8QuI,21.05.2021,23.05.2021,Rest
pedri,baBG8QuI,28.02.2021,02.03.2021,Muscle Injury
de-jong-frenkie,A1F3rz9c,01.12.2025,04.12.2025,Illness
de-jong-frenkie,A1F3rz9c,08.09.2025,16.09.2025,Muscle Injury
de-jong-frenkie,A1F3rz9c,28.03.2025,29.03.2025,Muscle Injury
de-jong-frenkie,A1F3rz9c,15.03.2025,17.03.2025,Illness
de-jong-frenkie,A1F3rz9c,21.10.2024,22.10.2024,Lacking Match Fitness
de-jong-frenkie,A1F3rz9c,22.04.2024,30.09.2024,Ankle Injury
de-jong-frenkie,A1F3rz9c,06.03.2024,09.04.2024,Ankle Injury
de-jong-frenkie,A1F3rz9c,12.12.2023,15.12.2023,Illness
de-jong-frenkie,A1F3rz9c,24.09.2023,22.11.2023,Ankle Injury
de-jong-frenkie,A1F3rz9c,24.03.2023,21.04.2023,Hamstring Injury
de-jong-frenkie,A1F3rz9c,10.03.2023,11.03.2023,Injury
de-jong-frenkie,A1F3rz9c,24.09.2022,05.10.2022,Thigh Injury
de-jong-frenkie,A1F3rz9c,06.01.2022,11.01.2022,Calf Injury
de-jong-frenkie,A1F3rz9c,25.10.2021,01.11.2021,Thigh Injury
de-jong-frenkie,A1F3rz9c,06.08.2021,14.08.2021,Calf Injury
de-jong-frenkie,A1F3rz9c,23.11.2020,25.11.2020,Rest
de-jong-frenkie,A1F3rz9c,17.06.2020,15.07.2020,Calf Injury
de-jong-frenkie,A1F3rz9c,14.06.2020,15.06.2020,Illness
de-jong-frenkie,A1F3rz9c,10.02.2019,12.02.2019,Groin Injury
de-jong-frenkie,A1F3rz9c,01.10.2018,06.10.2018,Calf Injury
de-jong-frenkie,A1F3rz9c,26.02.2018,12.07.2018,Ankle Injury
bardagji-roony,YgzDTaqN,22.12.2025,02.01.2026,Injury
bardagji-roony,YgzDTaqN,05.05.2025,26.07.2025,Injury
bardagji-roony,YgzDTaqN,02.05.2024,13.03.2025,Knee Injury
bardagji-roony,YgzDTaqN,18.07.2022,05.09.2022,Injury
lamine-yamal,lAt3vEub,11.11.2025,20.11.2025,Groin Injury
lamine-yamal,lAt3vEub,02.10.2025,16.10.2025,Groin Injury
lamine-yamal,lAt3vEub,10.09.2025,26.09.2025,Groin Injury
lamine-yamal,lAt3vEub,24.02.2025,25.02.2025,Foot Injury
lamine-yamal,lAt3vEub,16.12.2024,07.01.2025,Ankle Injury
lamine-yamal,lAt3vEub,09.11.2024,27.11.2024,Ankle Injury
lamine-yamal,lAt3vEub,14.10.2024,19.10.2024,Muscle Injury
lamine-yamal,lAt3vEub,26.09.2024,27.09.2024,Ankle Injury
lamine-yamal,lAt3vEub,10.10.2023,20.10.2023,Leg Injury
lewandowski-robert,MVC8zHZD,14.10.2025,31.10.2025,Thigh Injury
lewandowski-robert,MVC8zHZD,05.08.2025,21.08.2025,Muscle Injury
lewandowski-robert,MVC8zHZD,20.04.2025,04.05.2025,Hamstring Injury
lewandowski-robert,MVC8zHZD,21.03.2025,24.03.2025,Injury
lewandowski-robert,MVC8zHZD,14.11.2024,21.11.2024,Back Injury
lewandowski-robert,MVC8zHZD,06.09.2024,08.09.2024,Muscle Injury
lewandowski-robert,MVC8zHZD,11.06.2024,15.06.2024,Muscle Injury
lewandowski-robert,MVC8zHZD,05.10.2023,27.10.2023,Ankle Injury
lewandowski-robert,MVC8zHZD,27.02.2023,09.03.2023,Muscle Injury
lewandowski-robert,MVC8zHZD,31.10.2022,02.11.2022,Rest
lewandowski-robert,MVC8zHZD,11.06.2022,13.06.2022,Rest
lewandowski-robert,MVC8zHZD,01.04.2022,01.04.2022,Ribs Injury
lewandowski-robert,MVC8zHZD,17.03.2022,18.03.2022,Knee Injury
lewandowski-robert,MVC8zHZD,12.09.2021,13.09.2021,Groin Injury
lewandowski-robert,MVC8zHZD,29.03.2021,23.04.2021,Knee Injury
lewandowski-robert,MVC8zHZD,30.11.2020,02.12.2020,Rest
lewandowski-robert,MVC8zHZD,17.11.2020,17.11.2020,Muscle Injury
lewandowski-robert,MVC8zHZD,19.09.2020,23.09.2020,Foot Injury
lewandowski-robert,MVC8zHZD,26.02.2020,12.05.2020,Shin Injury
lewandowski-robert,MVC8zHZD,15.01.2020,18.01.2020,Groin Injury
lewandowski-robert,MVC8zHZD,24.02.2019,01.03.2019,Stomach Disorder
lewandowski-robert,MVC8zHZD,16.11.2018,23.11.2018,Knee Injury
lewandowski-robert,MVC8zHZD,11.11.2018,14.11.2018,Knee Injury
lewandowski-robert,MVC8zHZD,12.04.2018,13.04.2018,Head Injury
lewandowski-robert,MVC8zHZD,03.01.2018,20.01.2018,Knee Injury
lewandowski-robert,MVC8zHZD,30.10.2017,03.11.2017,Thigh Injury
lewandowski-robert,MVC8zHZD,15.08.2017,17.08.2017,Knee Injury
lewandowski-robert,MVC8zHZD,10.04.2017,13.04.2017,Shoulder Injury
lewandowski-robert,MVC8zHZD,15.01.2017,19.01.2017,Illness
raphinha,xtBsDPam,01.02.2026,14.02.2026,Thigh Injury
raphinha,xtBsDPam,16.01.2026,19.01.2026,Knock
raphinha,xtBsDPam,26.09.2025,20.11.2025,Thigh Injury
raphinha,xtBsDPam,26.03.2025,28.03.2025,Rest
raphinha,xtBsDPam,12.01.2024,09.02.2024,Muscle Injury
raphinha,xtBsDPam,30.09.2023,26.10.2023,Hamstring Injury
raphinha,xtBsDPam,03.05.2023,12.05.2023,Injury
raphinha,xtBsDPam,18.03.2022,01.04.2022,Illness
raphinha,xtBsDPam,24.10.2021,30.10.2021,Knock
raphinha,xtBsDPam,15.10.2021,17.10.2021,Rest
raphinha,xtBsDPam,18.09.2021,24.09.2021,Hip Injury
raphinha,xtBsDPam,11.04.2021,07.05.2021,Leg Injury
raphinha,xtBsDPam,01.02.2021,02.02.2021,Muscle Injury
raphinha,xtBsDPam,26.10.2020,06.11.2020,Ankle Injury
raphinha,xtBsDPam,05.02.2020,10.02.2020,Back Injury
raphinha,xtBsDPam,08.12.2019,13.12.2019,Injury
raphinha,xtBsDPam,20.12.2018,22.12.2018,Thigh Injury
raphinha,xtBsDPam,08.10.2018,18.12.2018,Thigh Injury
raphinha,xtBsDPam,12.03.2018,17.03.2018,Back Injury
rashford-marcus,COnT2Lh0,11.02.2026,20.02.2026,Knee Injury
rashford-marcus,COnT2Lh0,21.11.2025,24.11.2025,Illness
rashford-marcus,COnT2Lh0,26.04.2025,31.05.2025,Hamstring Injury
rashford-marcus,COnT2Lh0,03.01.2025,15.01.2025,Illness
rashford-marcus,COnT2Lh0,22.04.2024,14.05.2024,Ankle Injury
rashford-marcus,COnT2Lh0,08.04.2024,12.04.2024,Injury
rashford-marcus,COnT2Lh0,04.03.2024,08.03.2024,Knock
rashford-marcus,COnT2Lh0,27.01.2024,31.01.2024,Illness
rashford-marcus,COnT2Lh0,11.12.2023,15.12.2023,Illness
rashford-marcus,COnT2Lh0,04.11.2023,07.11.2023,Leg Injury
rashford-marcus,COnT2Lh0,19.05.2023,24.05.2023,Illness
rashford-marcus,COnT2Lh0,12.05.2023,17.05.2023,Leg Injury
rashford-marcus,COnT2Lh0,09.04.2023,19.04.2023,Muscle Injury
rashford-marcus,COnT2Lh0,20.03.2023,01.04.2023,Toe Injury
rashford-marcus,COnT2Lh0,24.02.2023,25.02.2023,Ankle Injury
rashford-marcus,COnT2Lh0,13.09.2022,01.10.2022,Muscle Injury
rashford-marcus,COnT2Lh0,20.05.2022,11.07.2022,Illness
rashford-marcus,COnT2Lh0,06.05.2022,09.05.2022,Illness
rashford-marcus,COnT2Lh0,21.10.2021,23.10.2021,Thigh Injury
rashford-marcus,COnT2Lh0,14.07.2021,15.10.2021,Shoulder Injury
rashford-marcus,COnT2Lh0,19.04.2021,24.04.2021,Foot Injury
rashford-marcus,COnT2Lh0,12.04.2021,14.04.2021,Foot Injury
rashford-marcus,COnT2Lh0,05.04.2021,07.04.2021,Muscle Injury
rashford-marcus,COnT2Lh0,19.03.2021,03.04.2021,Foot Injury
rashford-marcus,COnT2Lh0,08.03.2021,13.03.2021,Ankle Injury
rashford-marcus,COnT2Lh0,25.01.2021,26.01.2021,Knee Injury
rashford-marcus,COnT2Lh0,03.12.2020,04.12.2020,Shoulder Injury
rashford-marcus,COnT2Lh0,08.11.2020,20.11.2020,Shoulder Injury
rashford-marcus,COnT2Lh0,16.01.2020,15.06.2020,Lower Back Injury
rashford-marcus,COnT2Lh0,31.10.2019,01.11.2019,Knee Injury
rashford-marcus,COnT2Lh0,23.09.2019,29.09.2019,Groin Injury
rashford-marcus,COnT2Lh0,29.04.2019,04.05.2019,Shoulder Injury
rashford-marcus,COnT2Lh0,31.03.2019,09.04.2019,Ankle Injury
rashford-marcus,COnT2Lh0,25.02.2019,26.02.2019,Ankle Injury
rashford-marcus,COnT2Lh0,28.11.2018,04.12.2018,Ankle Injury
rashford-marcus,COnT2Lh0,19.11.2018,23.11.2018,Knock
rashford-marcus,COnT2Lh0,07.02.2018,20.02.2018,Muscle Injury
rashford-marcus,COnT2Lh0,26.10.2017,27.10.2017,Muscle Injury
rashford-marcus,COnT2Lh0,19.10.2017,20.10.2017,Knee Injury
rashford-marcus,COnT2Lh0,05.05.2017,06.05.2017,Knee Injury
rashford-marcus,COnT2Lh0,12.03.2017,13.03.2017,Illness
rashford-marcus,COnT2Lh0,22.05.2016,26.05.2016,Knee Injury
torres-ferran,AVAVLaLt,19.01.2026,27.01.2026,Muscle Injury
torres-ferran,AVAVLaLt,17.10.2025,20.10.2025,Hamstring Injury
torres-ferran,AVAVLaLt,12.05.2025,31.05.2025,Surgery
torres-ferran,AVAVLaLt,19.03.2025,21.03.2025,Muscle Injury
torres-ferran,AVAVLaLt,29.12.2024,07.01.2025,Calf Injury
torres-ferran,AVAVLaLt,07.10.2024,28.11.2024,Muscle Injury
torres-ferran,AVAVLaLt,01.02.2024,16.03.2024,Knee Injury
torres-ferran,AVAVLaLt,04.01.2022,10.01.2022,Illness
torres-ferran,AVAVLaLt,07.10.2021,31.12.2021,Foot Injury
torres-ferran,AVAVLaLt,27.12.2020,12.01.2021,Illness
torres-ferran,AVAVLaLt,04.07.2020,06.07.2020,Thigh Injury
torres-ferran,AVAVLaLt,09.01.2020,18.01.2020,Foot Injury
torres-ferran,AVAVLaLt,30.09.2018,05.10.2018,Injury
